,Cycle,Office,Abbreviation,Rating,PluralityParty,RepVotesMajorPercent,DemVotesMajorPercent,ThirdVotesTotalPercent,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdStatus,OtherVotes,PluralityVotes,ElectoralVotes,Dateline,State,RaceNotes,Raw,Incumbent.Party
460,1988,President,OK,Likely R,R,58.39,41.61,0,"678,367","Bush, George H.",Challenger,"483,423","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"9,246","194,944",8,09-24-1988,Oklahoma,,,
461,1988,President,OR,Toss Up,D,47.62,52.38,0,"560,126","Bush, George H.",Challenger,"616,206","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"25,362","56,080",7,09-24-1988,Oregon,,,
462,1988,President,PA,Toss Up,R,51.17,48.83,0,"2,300,087","Bush, George H.",Challenger,"2,194,944","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"41,220","105,143",25,09-24-1988,Pennsylvania,,,
463,1988,President,RI,Solid D,D,44.12,55.88,0,"177,761","Bush, George H.",Challenger,"225,123","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"1,736","47,362",4,09-24-1988,Rhode Island,,,
464,1988,President,SC,Solid R,R,62.07,37.93,0,"606,443","Bush, George H.",Challenger,"370,554","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"9,012","235,889",8,09-24-1988,South Carolina,,,
465,1988,President,SD,Likely R,R,53.19,46.81,0,"165,415","Bush, George H.",Challenger,"145,560","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"2,016","19,855",3,09-24-1988,South Dakota,,,
466,1988,President,TN,Likely R,R,58.22,41.78,0,"947,233","Bush, George H.",Challenger,"679,794","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"9,223","267,439",11,09-24-1988,Tennessee,,,
467,1988,President,TX,Lean R,R,56.35,43.65,0,"3,036,829","Bush, George H.",Challenger,"2,352,748","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"37,833","684,081",29,09-24-1988,Texas,,,
468,1988,President,UT,Solid R,R,67.39,32.61,0,"428,442","Bush, George H.",Challenger,"207,343","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"11,223","221,099",5,09-24-1988,Utah,,,
469,1988,President,VT,Lean R,R,51.78,48.22,0,"124,331","Bush, George H.",Challenger,"115,776","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"3,221","8,555",3,09-24-1988,Vermont,,,
470,1988,President,VA,Solid R,R,60.36,39.64,0,"1,309,162","Bush, George H.",Challenger,"859,799","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"22,648","449,363",12,09-24-1988,Virginia,,,
471,1988,President,WA,Toss Up,D,49.19,50.81,0,"903,835","Bush, George H.",Challenger,"933,516","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"27,902","29,681",10,09-24-1988,Washington,,,
472,1988,President,WV,Solid D,D,47.62,52.38,0,"310,065","Bush, George H.",Challenger,"341,016","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"2,230","30,951",6,09-24-1988,West Virginia,,,
473,1988,President,WI,Lean D,D,48.18,51.82,0,"1,047,499","Bush, George H.",Challenger,"1,126,794","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"17,315","79,295",11,09-24-1988,Wisconsin,,,
474,1988,President,WY,Solid R,R,61.42,38.58,0,"106,867","Bush, George H.",Challenger,"67,113","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,"2,571","39,754",3,09-24-1988,Wyoming,,,
